,f1,f2,cor
20667,android.permission.STATUS_BAR,android.permission.READ_FRAME_BUFFER,0.8249472369890329
20668,android.permission.INTERNAL_SYSTEM_WINDOW,android.permission.BROADCAST_SMS,0.8363240409667353
20669,android.permission.BROADCAST_SMS,android.permission.REORDER_TASKS,0.8363240409667353
20670,com.android.alarm.permission.SET_ALARM,android.permission.WRITE_SECURE_SETTINGS,0.8397148882498708
20671,android.permission.ACCESS_FINE_LOCATION,android.hardware.location,0.8720288930596123
20672,android.hardware.location,android.hardware.location.gps,0.8733413868858831
20673,android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS,android.permission.ACCESS_DOWNLOAD_MANAGER,0.8940675258727111
20674,android.hardware.touchscreen,android.hardware.touchscreen.multitouch.distinct,0.9059700272820986
20675,android.permission.BLUETOOTH_ADMIN,android.hardware.bluetooth,0.9159932694267389
20676,android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS,android.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED,0.9255719238936024
20677,android.permission.BLUETOOTH,android.hardware.bluetooth,0.9337479683223487
20678,android.permission.BROADCAST_WAP_PUSH,android.permission.REORDER_TASKS,0.9352891490289071
20679,android.permission.INTERNAL_SYSTEM_WINDOW,android.permission.BROADCAST_WAP_PUSH,0.9352891490289073
20680,android.permission.MANAGE_ACCOUNTS,android.permission.SUBSCRIBED_FEEDS_READ,0.9352891490289078
20681,android.permission.BLUETOOTH,android.permission.BLUETOOTH_ADMIN,0.9389930013829852
20682,android.permission.ACCESS_COARSE_LOCATION,android.hardware.location,0.9390597014488422
20683,com.android.browser.permission.READ_HISTORY_BOOKMARKS,com.android.browser.permission.WRITE_HISTORY_BOOKMARKS,0.9398566626692987
20684,android.hardware.location,android.hardware.location.network,0.942164013161491
20685,android.hardware.touchscreen.multitouch,android.hardware.touchscreen.multitouch.distinct,0.9475700412796473
20686,android.hardware.touchscreen,android.hardware.touchscreen.multitouch,0.9560982173503805
20687,android.permission.GLOBAL_SEARCH_CONTROL,android.permission.GLOBAL_SEARCH,0.957169769461742
20688,android.permission.ACCESS_DOWNLOAD_MANAGER,android.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED,0.9659622367450779
20689,android.permission.READ_CALL_LOG,android.permission.READ_CONTACTS,0.9762298883509244
20690,android.permission.WRITE_CONTACTS,android.permission.WRITE_CALL_LOG,0.9767403533013747
20691,android.permission.CAMERA,android.hardware.camera,0.9893405697695592
20692,android.permission.ACCESS_COARSE_LOCATION,android.hardware.location.network,0.994153438435366
20693,android.permission.RECORD_AUDIO,android.hardware.microphone,0.994641677174359
20694,android.permission.READ_EXTERNAL_STORAGE,android.permission.WRITE_EXTERNAL_STORAGE,0.998011188604583
20695,android.permission.ACCESS_WIFI_STATE,android.hardware.wifi,0.998369686161888
20696,android.permission.ACCESS_FINE_LOCATION,android.hardware.location.gps,0.9986093835218445
20697,android.permission.AUTHENTICATE_ACCOUNTS,android.permission.DUMP,1.0
20698,android.permission.READ_SYNC_STATS,android.permission.DUMP,1.0
20699,android.permission.CLEAR_APP_USER_DATA,android.permission.MASTER_CLEAR,1.0
20700,com.google.android.googleapps.permission.GOOGLE_AUTH,com.google.android.googleapps.permission.GOOGLE_AUTH.mail,1.0
20701,android.permission.SET_DEBUG_APP,android.permission.DUMP,1.0
20702,android.permission.SET_DEBUG_APP,android.permission.READ_SYNC_STATS,1.0
20703,android.permission.SET_DEBUG_APP,android.permission.AUTHENTICATE_ACCOUNTS,1.0
20704,android.permission.AUTHENTICATE_ACCOUNTS,android.permission.READ_SYNC_STATS,1.0
20705,android.permission.INTERNAL_SYSTEM_WINDOW,android.permission.REORDER_TASKS,1.0
